,id,name,subsystem,reaction,GPR
713,NTD8,5'-nucleotidase (dGMP),Nucleotide Salvage Pathway,dgmp[c] + h2o[c] --> dgsn[c] + pi[c],
714,NTD9,5'-nucleotidase (GMP),Nucleotide Salvage Pathway,gmp[c] + h2o[c] --> gsn[c] + pi[c],
715,NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),Nucleotide Salvage Pathway,gtp[c] + h2o[c] --> gmp[c] + h[c] + ppi[c],
716,NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),Nucleotide Salvage Pathway,dctp[c] + h2o[c] --> dcmp[c] + h[c] + ppi[c],
717,NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),Nucleotide Salvage Pathway,datp[c] + h2o[c] --> damp[c] + h[c] + ppi[c],
718,NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),Nucleotide Salvage Pathway,dttp[c] + h2o[c] --> dtmp[c] + h[c] + ppi[c],
719,NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),Nucleotide Salvage Pathway,h2o[c] + utp[c] --> h[c] + ppi[c] + ump[c],
720,TMDK1,Thymidine kinase (ATP:thymidine),Nucleotide Salvage Pathway,atp[c] + thymd[c] --> adp[c] + dtmp[c] + h[c],
721,UDPG4E,UDPglucose 4-epimerase,Nucleotide Salvage Pathway,udpg[c] <=> udpgal[c],Rv3634c or Rv0501 or Rv0536
722,UDPGD,UDPglucose 6-dehydrogenase,Nucleotide Salvage Pathway,h2o[c] + 2.0 nad[c] + udpg[c] --> 3.0 h[c] + 2.0 nadh[c] + udpglcur[c],Rv0322
723,XPPT,Xanthine phosphoribosyltransferase,Nucleotide Salvage Pathway,prpp[c] + xan[c] --> ppi[c] + xmp[c],Rv3624c
724,ACODA,Acetylornithine deacetylase,Other Amino Acid Metabolism,acorn[c] + h2o[c] --> ac[c] + orn[c],
725,AMID4,AMID4,Other Amino Acid Metabolism,ad[c] + h2o[c] --> ac[c] + nh4[c],Rv2888c or Rv1263 or Rv3375 or Rv2363 or Rv3175
726,AMPTASECG,Alanyl aminopeptidase (cys-gly),Other Amino Acid Metabolism,cgly[c] + h2o[c] --> cys__L[c] + gly[c],Rv2467
727,BETALDHx,Betaine-aldehyde dehydrogenase,Other Amino Acid Metabolism,betald[c] + h2o[c] + nad[c] --> glyb[c] + 2.0 h[c] + nadh[c],Rv0223c
728,BPNT,"3',5'-bisphosphate nucleotidase",Other Amino Acid Metabolism,h2o[c] + pap[c] --> amp[c] + pi[c],Rv2131c
729,CHOLD,Choline dehydrogenase,Other Amino Acid Metabolism,chol[c] + nad[c] --> betald[c] + h[c] + nadh[c],
730,DALAOX,D amino acid oxidase,Other Amino Acid Metabolism,ala__D[c] + h2o[c] + o2[c] --> h2o2[c] + nh4[c] + pyr[c],Rv1905c
731,FDH,Formate dehydrogenase,Other Amino Acid Metabolism,for[c] + nad[c] --> co2[c] + nadh[c],(Rv2899c and Rv2900c) or Rv0087
732,GTMLT,G glutamyltransferase,Other Amino Acid Metabolism,ala__L[c] + gthrd[c] --> cgly[c] + gluala[c],Rv0773c and Rv2394
733,HSST,Homoserine O-succinyltransferase,Other Amino Acid Metabolism,hom__L[c] + succoa[c] --> coa[c] + suchms[c],
734,METSOXR1,L-methionine-S-oxide reductase,Other Amino Acid Metabolism,metsox_S__L[c] + trdrd[c] --> h2o[c] + met__L[c] + trdox[c],Rv0137c
735,METSOXR2,L-methionine-R-sulfoxide reductase,Other Amino Acid Metabolism,metsox_R__L[c] + trdrd[c] --> h2o[c] + met__L[c] + trdox[c],Rv2674
736,NH4OHDs,NH4OH dissociation,Other Amino Acid Metabolism,h[c] + nh4oh[c] <=> h2o[c] + nh4[c],
737,PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),Other Amino Acid Metabolism,paps[c] + trdrd[c] <=> 2.0 h[c] + pap[c] + so3[c] + trdox[c],Rv2392
738,PGAMT,Phosphoglucosamine mutase,Other Amino Acid Metabolism,gam1p[c] <=> gam6p[c],Rv3441c
739,PHETA1,Phenylalanine transaminase,Other Amino Acid Metabolism,akg[c] + phe__L[c] <=> glu__L[c] + phpyr[c],Rv3565 or Rv0337c
740,TARTD,L(+)-tartrate dehydratase,Other Amino Acid Metabolism,tartr__L[c] --> h2o[c] + oaa[c],
741,TRPTA,Tryptophan transaminase,Other Amino Acid Metabolism,akg[c] + trp__L[c] <=> glu__L[c] + indpyr[c],
742,TYRTA,Tyrosine transaminase,Other Amino Acid Metabolism,akg[c] + tyr__L[c] <=> 34hpp[c] + glu__L[c],Rv3565 or Rv0337c
743,ROSFE,RXN-12540,Other,fe2[c] + h2o2[c] + h[c] --> fe3[c] + h2o[c] + oh1[c],
744,MAK,RXN-12960,Other,atp[c] + malt[c] <=> adp[c] + h[c] + malt1p[c],Rv0127
745,TBSYNLDPS,"Halima-5(6),13-dien-15-yl-diphosphate lyase (cyclizing)",Other,ggdp[c] --> tbsinyldp[c],Rv3377c
746,TBSNLS1,Tuberculosinyl diphosphate diphosphohydrolase (tuberculosinol forming),Other,h2o[c] + tbsinyldp[c] --> ppi[c] + tbsinol[c],Rv3378c
747,TBSNLS2,Tuberculosinyl diphosphate diphosphohydrolase (isotuberculosinol forming),Other,h2o[c] + tbsinyldp[c] --> isotbsinol_13S[c] + ppi[c],Rv3378c
748,TBSNLS3,RXN-14039,Other,h2o[c] + tbsinyldp[c] --> isotbsinol_13R[c] + ppi[c],Rv3378c
749,AMMQT8_2,S-adenosylmethione:2-demethylmenaquinone methyltransferase,Oxidative Phosphorylation,2dmmq8[c] + amet[c] --> ahcys[c] + h[c] + mqn8[c],
750,ATPS4r,ATP synthase (four protons for one ATP),Oxidative Phosphorylation,adp[c] + 4.0 h[e] + pi[c] <=> atp[c] + h2o[c] + 3.0 h[c],Rv1308 and Rv1304 and Rv1311 and Rv1310 and Rv1305 and Rv1306 and Rv1309 and Rv1307
751,CYO1a,CYO1a,Oxidative Phosphorylation,2.0 ficytc[c] + 2.0 h[c] + qh2[c] --> 2.0 focytc[c] + 2.0 h[e] + q[c],Rv2195 and Rv2196 and Rv2194
752,CYO1b,CYO1b,Oxidative Phosphorylation,2.0 focytc[c] + 0.5 o2[c] --> 2.0 ficytc[c] + h2o[c],Rv2193 and Rv1451 and Rv3043c and Rv2200c
753,ICHORS,Isochorismate synthase,Oxidative Phosphorylation,chor[c] --> ichor[c],Rv3215
754,MNDNS1,MNDNS1,Oxidative Phosphorylation,dhna[c] + 3.0 h[c] + 2.0 nadph[c] --> 2.0 h2o[c] + mndn[c] + 2.0 nadp[c],
755,MNDNS2,MNDNS2,Oxidative Phosphorylation,dhna[c] + 3.0 h[c] + 2.0 nadh[c] --> 2.0 h2o[c] + mndn[c] + 2.0 nad[c],
756,NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),Oxidative Phosphorylation,h[c] + mqn8[c] + nadh[c] --> mql8[c] + nad[c],Rv0082 and Rv3145 and Rv3146 and Rv3147 and Rv3148 and Rv3149 and Rv3150 and Rv3151 and Rv3152 and Rv3153 and Rv3154 and Rv3155 and Rv3156 and Rv3157 and Rv3158
757,NADH5,NADH dehydrogenase (ubiquinone-8 ),Oxidative Phosphorylation,h[c] + nadh[c] + q8[c] --> nad[c] + q8h2[c],Rv0392c or Rv1854c
758,NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),Oxidative Phosphorylation,2dmmq8[c] + h[c] + nadh[c] --> 2dmmql8[c] + nad[c],Rv0082 and Rv3145 and Rv3146 and Rv3147 and Rv3148 and Rv3149 and Rv3150 and Rv3151 and Rv3152 and Rv3153 and Rv3154 and Rv3155 and Rv3156 and Rv3157 and Rv3158
759,PPA,Inorganic diphosphatase,Oxidative Phosphorylation,h2o[c] + ppi[c] --> h[c] + 2.0 pi[c],Rv3628
760,5DGLCNR,5-dehydro-D-gluconate reductase,Pantothenate and CoA Metabolism,5dglcn[c] + h[c] + nadph[c] <=> glcn[c] + nadp[c],Rv2573
761,ACPS1,Acyl-carrier protein synthase,Pantothenate and CoA Metabolism,apoACP[c] + coa[c] --> ACP[c] + h[c] + pap[c],Rv2523c
762,DPCOAK,Dephospho-CoA kinase,Pantothenate and CoA Metabolism,atp[c] + dpcoa[c] --> adp[c] + coa[c] + h[c],Rv1631
763,DPR,2-dehydropantoate 2-reductase,Pantothenate and CoA Metabolism,2dhp[c] + h[c] + nadph[c] --> nadp[c] + pant__R[c],Rv2573
764,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,Pantothenate and CoA Metabolism,3mob[c] + h2o[c] + mlthf[c] --> 2dhp[c] + thf[c],Rv2225
765,NADK,NAD kinase,Pantothenate and CoA Metabolism,atp[c] + nad[c] --> adp[c] + h[c] + nadp[c],Rv1695
766,NAPRT,NAPRTase (rev),Pantothenate and CoA Metabolism,h[c] + nac[c] + prpp[c] <=> nicrnt[c] + ppi[c],Rv0573c or Rv1330c
767,NNAM,Nicotinamidase,Pantothenate and CoA Metabolism,h2o[c] + ncam[c] <=> nac[c] + nh4[c],Rv2043c
768,NNATr,Nicotinate-nucleotide adenylyltransferase,Pantothenate and CoA Metabolism,atp[c] + h[c] + nicrnt[c] --> dnad[c] + ppi[c],Rv2421c
769,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),Pantothenate and CoA Metabolism,2.0 h[c] + prpp[c] + quln[c] --> co2[c] + nicrnt[c] + ppi[c],Rv1596
770,PANTS,Pantothenate synthase,Pantothenate and CoA Metabolism,ala_B[c] + atp[c] + pant__R[c] --> amp[c] + h[c] + pnto__R[c] + ppi[c],Rv3602c
771,PDX5POi,Pyridoxine 5'-phosphate oxidase,Pantothenate and CoA Metabolism,o2[c] + pdx5p[c] <=> h2o2[c] + pydx5p[c],Rv2607
772,PNTK,Pantothenate kinase,Pantothenate and CoA Metabolism,atp[c] + pnto__R[c] --> 4ppan[c] + adp[c] + h[c],Rv1092c
773,PPCDC,Phosphopantothenoylcysteine decarboxylase,Pantothenate and CoA Metabolism,4ppcys[c] + h[c] --> co2[c] + pan4p[c],Rv1391
774,PTPATi,Pantetheine-phosphate adenylyltransferase,Pantothenate and CoA Metabolism,atp[c] + h[c] + pan4p[c] --> dpcoa[c] + ppi[c],Rv2965c
775,PYAM5PO,Pyridoxamine 5'-phosphate oxidase,Pantothenate and CoA Metabolism,h2o[c] + o2[c] + pyam5p[c] --> h2o2[c] + nh4[c] + pydx5p[c],Rv2607 or Rv1155 or Rv2074
776,QULNS,Quinolinate synthase,Pantothenate and CoA Metabolism,dhap[c] + iasp[c] --> 2.0 h2o[c] + pi[c] + quln[c],Rv1594
777,DRPA,Deoxyribose-phosphate aldolase,Pentose Phosphate Pathway,2dr5p[c] --> acald[c] + g3p[c],Rv0478
778,G6PDH2r,Glucose 6-phosphate dehydrogenase,Pentose Phosphate Pathway,g6p[c] + nadp[c] --> 6pgl[c] + h[c] + nadph[c],Rv1447c or Rv1121
779,GND,Phosphogluconate dehydrogenase,Pentose Phosphate Pathway,6pgc[c] + nadp[c] --> co2[c] + nadph[c] + ru5p__D[c],Rv1122 or Rv1844c
780,PGL,6-phosphogluconolactonase,Pentose Phosphate Pathway,6pgl[c] + h2o[c] --> 6pgc[c] + h[c],Rv1445c
781,PRPPS,Phosphoribosylpyrophosphate synthetase,Pentose Phosphate Pathway,atp[c] + r5p[c] <=> amp[c] + h[c] + prpp[c],Rv1017c
782,RBK,Ribokinase,Pentose Phosphate Pathway,atp[c] + rib__D[c] --> adp[c] + h[c] + r5p[c],Rv2436
783,RPE,Ribulose 5-phosphate 3-epimerase,Pentose Phosphate Pathway,ru5p__D[c] <=> xu5p__D[c],Rv1408
784,RPI,Ribose-5-phosphate isomerase,Pentose Phosphate Pathway,r5p[c] <=> ru5p__D[c],Rv2465c
785,TALA,Transaldolase,Pentose Phosphate Pathway,g3p[c] + s7p[c] <=> e4p[c] + f6p[c],Rv1448c
786,TKT1,Transketolase,Pentose Phosphate Pathway,r5p[c] + xu5p__D[c] <=> g3p[c] + s7p[c],Rv1449c
787,TKT2,Transketolase,Pentose Phosphate Pathway,e4p[c] + xu5p__D[c] <=> f6p[c] + g3p[c],Rv1449c
788,G6PDH3,G6PDH3,Pentose Phosphate Pathway,f420_2[c] + g6p[c] --> 6pgl[c] + f420_2h2[c],Rv0407 and Rv0132c
789,DRBK,Deoxyribokinase,Pentose Phosphate Pathway,atp[c] + drib[c] <=> 2dr5p[c] + adp[c] + h[c],
790,5DOAN_1,5'-deoxyadenosine nuclosidase,Pentose Phosphate Pathway,dad_5[c] + h2o[c] <=> ade[c] + drib[c],
791,GLNSP1,GLNSP1,Peptidoglycan Metabolism,atp[c] + nh4[c] + uaaAgla[c] --> adp[c] + h[c] + pi[c] + uaaAgtla[c],Rv1878 and Rv2220 and Rv2222c and Rv2860c
792,GLNSP2,Glutamine synthetase (uaaGgla),Peptidoglycan Metabolism,atp[c] + nh4[c] + uaaGgla[c] --> adp[c] + h[c] + pi[c] + uaaGgtla[c],Rv1878 and Rv2220 and Rv2222c and Rv2860c
793,GLNSP3,GLNSP3,Peptidoglycan Metabolism,atp[c] + nh4[c] + uaagmda[c] --> adp[c] + h[c] + pi[c] + uaagtmda[c],Rv1878 and Rv2220 and Rv2222c and Rv2860c
794,PAPPT1,Phospho N acetylmuramoyl pentapeptide transferase alpha glutamate ,Peptidoglycan Metabolism,uAgla[c] + udcpp[c] --> uaAgla[c] + ump[c],Rv2156c
795,PAPPT2,Phospho-N-acetylmuramoyl-pentapeptide-transferase (gamma-glutamate),Peptidoglycan Metabolism,uGgla[c] + udcpp[c] --> uaGgla[c] + ump[c],Rv2156c
796,PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",Peptidoglycan Metabolism,udcpp[c] + ugmda[c] --> uagmda[c] + ump[c],Rv2156c
797,PGPPT3,PGPPT3,Peptidoglycan Metabolism,udcpp[c] + uggmda[c] --> ugggmda[c] + ump[c],Rv2156c
798,PPTGS,Peptidoglycan subunit synthesis,Peptidoglycan Metabolism,uaagmda[c] --> h[c] + peptido_EC[c] + udcpdp[c],Rv2163c and Rv3627c
799,PPTGS_TB1,PPTGS TB1,Peptidoglycan Metabolism,uaaAgla[c] --> h[c] + peptido_TB1[c] + udcpdp[c],Rv2163c and Rv3627c
800,PPTGS_TB2,PPTGS TB2,Peptidoglycan Metabolism,uaaGgla[c] --> h[c] + peptido_TB2[c] + udcpdp[c],Rv2163c and Rv3627c
801,UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",Peptidoglycan Metabolism,26dap__M[c] + atp[c] + uamag[c] --> adp[c] + h[c] + pi[c] + ugmd[c],Rv2158c
802,UAAGLS1,UAAGLS1,Peptidoglycan Metabolism,atp[c] + lys__L[c] + uamag[c] --> adp[c] + h[c] + pi[c] + uAgl[c],
803,UAAGLS2,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine synthetase (gamma-glutamate),Peptidoglycan Metabolism,atp[c] + lys__L[c] + uamag[c] --> adp[c] + h[c] + pi[c] + uGgl[c],
804,UAGPT1,UDP N acetylglucosamine N acetylmuramyl pentapeptide pyrophosphoryl undecaprenol N acetylglucosamine transferase,Peptidoglycan Metabolism,uaAgla[c] + uacgam[c] --> h[c] + uaaAgla[c] + udp[c],Rv2153c
805,UAGPT2,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Peptidoglycan Metabolism,uaGgla[c] + uacgam[c] --> h[c] + uaaGgla[c] + udp[c],Rv2153c
806,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Peptidoglycan Metabolism,uacgam[c] + uagmda[c] --> h[c] + uaagmda[c] + udp[c],Rv2153c
807,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Peptidoglycan Metabolism,atp[c] + glu__D[c] + uama[c] --> adp[c] + h[c] + pi[c] + uamag[c],Rv2155c
808,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,Peptidoglycan Metabolism,ala__L[c] + atp[c] + uamr[c] --> adp[c] + h[c] + pi[c] + uama[c],Rv2152c
809,UGAGDS,UGAGDS,Peptidoglycan Metabolism,26dap__M[c] + atp[c] + ugmag[c] --> adp[c] + h[c] + pi[c] + uggmd[c],Rv2158c
810,UGGPT3,UGGPT3,Peptidoglycan Metabolism,uacgam[c] + ugggmda[c] --> h[c] + udp[c] + ugagmda[c],Rv2153c
811,UGLDDS1_1,UGLDDS1,Peptidoglycan Metabolism,alaala[c] + atp[c] + uAgl[c] --> adp[c] + h[c] + pi[c] + uAgla[c],Rv2157c
812,UGLDDS2_2,UGLDDS2,Peptidoglycan Metabolism,alaala[c] + atp[c] + uGgl[c] --> adp[c] + h[c] + pi[c] + uGgla[c],Rv2157c
813,UGMAGS,UGMAGS,Peptidoglycan Metabolism,atp[c] + glu__D[c] + ugma[c] --> adp[c] + h[c] + pi[c] + ugmag[c],Rv2155c
814,UGMAS,UGMAS,Peptidoglycan Metabolism,ala__L[c] + atp[c] + ugmr[c] --> adp[c] + h[c] + pi[c] + ugma[c],Rv2152c
815,UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",Peptidoglycan Metabolism,alaala[c] + atp[c] + ugmd[c] --> adp[c] + h[c] + pi[c] + ugmda[c],Rv2157c
816,UGMDDS2,UGMDDS2,Peptidoglycan Metabolism,alaala[c] + atp[c] + uggmd[c] --> adp[c] + h[c] + pi[c] + uggmda[c],Rv2157c
817,PHBADA,PHBADA,p-HBAD biosynthesis,4hbz[c] + dtdprmn[c] --> dtdp[c] + rbzn[c],Rv2962c
818,PHBADB,PHBADB,p-HBAD biosynthesis,amet[c] + rbzn[c] --> ahcys[c] + phbz1[c],Rv2959c
819,PHBADC,PHBADC,p-HBAD biosynthesis,dtdprmn[c] + gdpfuc[c] + h[c] + phbz1[c] --> dtdp[c] + gdp[c] + phbz1g[c],Rv2957 and Rv2958c
820,PHBADD,PHBADD,p-HBAD biosynthesis,3.0 amet[c] + phbz1g[c] --> 3.0 ahcys[c] + 3.0 h[c] + phbz2[c],
821,FRRPPDIMAS,FRRPPDIMAS,Phenolic glycolipid biosynthesis,gdpfuc[c] + rrppdima[c] --> frrppdima[c] + gdp[c] + h[c],Rv2957
822,RPPDIMAS,RPPDIMAS,Phenolic glycolipid biosynthesis,dtdprmn[c] + ppdima[c] --> dtdp[c] + h[c] + rppdima[c],Rv2962c
823,RRPPDIMAS,RRPPDIMAS,Phenolic glycolipid biosynthesis,dtdprmn[c] + rppdima[c] --> dtdp[c] + h[c] + rrppdima[c],Rv2958c
824,CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Polyprenyl Metabolism,4c2me[c] + atp[c] --> 2p4c2me[c] + adp[c] + h[c],Rv1011
825,DCPDP,Decaprenyl-diphosphatase,Polyprenyl Metabolism,decdp_tb[c] + h2o[c] --> decd_tb[c] + h[c] + pi[c],Rv2136c
826,DCPDPS,DCPDPS,Polyprenyl Metabolism,frdp[c] + 7.0 ipdp[c] --> decdp_tb[c] + 7.0 ppi[c],
827,DPPS,Decaprenyl synthase,Polyprenyl Metabolism,frdp[c] + 7.0 ipdp[c] --> decdp[c] + 7.0 ppi[c],
828,DXPRIi,1-deoxy-D-xylulose reductoisomerase,Polyprenyl Metabolism,dxyl5p[c] + h[c] + nadph[c] --> 2me4p[c] + nadp[c],Rv2870c
829,DXPS,1-deoxy-D-xylulose 5-phosphate synthase,Polyprenyl Metabolism,g3p[c] + h[c] + pyr[c] --> co2[c] + dxyl5p[c],Rv3379c or Rv2682c
830,GRTT,Geranyltranstransferase,Polyprenyl Metabolism,grdp[c] + ipdp[c] --> frdp[c] + ppi[c],Rv1086
831,IPDDI,Isopentenyl-diphosphate D-isomerase,Polyprenyl Metabolism,ipdp[c] <=> dmpp[c],Rv1745c
832,IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),Polyprenyl Metabolism,h2mb4p[c] + h[c] + nadh[c] --> h2o[c] + ipdp[c] + nad[c],Rv3382c
833,MECDPDH,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",Polyprenyl Metabolism,2mecdp[c] + h[c] --> h2mb4p[c] + h2o[c],
834,MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Polyprenyl Metabolism,2p4c2me[c] --> 2mecdp[c] + cmp[c],Rv3581c
835,MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Polyprenyl Metabolism,2me4p[c] + ctp[c] + h[c] --> 4c2me[c] + ppi[c],Rv3582c
836,UDPDPS,Undecaprenyl-diphosphate synthase,Polyprenyl Metabolism,decdp[c] + ipdp[c] --> ppi[c] + udcpdp[c],Rv2361c
837,UDPDPS2,UDPDPS2,Polyprenyl Metabolism,decdp_tb[c] + ipdp[c] --> ppi[c] + udcpdp[c],Rv2361c
838,HMEDS,R_HMEDS,Polyprenyl Metabolism,2mecdp[c] + 2.0 fdxrd[c] --> 2.0 fdxox[c] + h2o[c] + hmbpp[c],Rv2868c
839,HMEDR,R_HMEDR,Polyprenyl Metabolism,2.0 h[c] + hmbpp[c] + nadh[c] --> h2o[c] + ipdp[c] + nad[c],Rv1110 or Rv3382c
840,FRTT,Farnesyltranstransferase,Polyprenyl Metabolism,frdp[c] + ipdp[c] --> ggdp[c] + ppi[c],Rv3398c or Rv2173
841,IPDPUDCT,R_IPDPUDCT,Polyprenyl Metabolism,ggdp[c] + 7.0 ipdp[c] --> 7.0 ppi[c] + udcpdp[c],Rv2361c
842,PPCOAC,Propionyl-CoA carboxylase,Propanoate metabolism,atp[c] + hco3[c] + ppcoa[c] --> adp[c] + h[c] + mmcoa__S[c] + pi[c],Rv3285 and Rv3280 and Rv3281
843,MCITD,2-methylcitrate dehydratase,Propanoate Metabolism,2mcit[c] --> 2mcacn[c] + h2o[c],Rv1130
844,MCITS,2-methylcitrate synthase,Propanoate Metabolism,h2o[c] + oaa[c] + ppcoa[c] --> 2mcit[c] + coa[c] + h[c],Rv1131
845,MICITDr,2-methylisocitrate dehydratase,Propanoate Metabolism,2mcacn[c] + h2o[c] --> micit[c],Rv1475c
846,MCITL2,Methylisocitrate lyase,Propanoate Metabolism,micit[c] --> pyr[c] + succ[c],Rv0467
847,PPAKr,Propionate kinase,Propanoate Metabolism,adp[c] + ppap[c] <-- atp[c] + ppa[c],Rv0409
848,ADA,Adenosine deaminase,Purine and Pyrimidine Biosynthesis,adn[c] + h2o[c] + h[c] --> ins[c] + nh4[c],Rv3313c
849,ADK1,Adenylate kinase,Purine and Pyrimidine Biosynthesis,amp[c] + atp[c] <=> 2.0 adp[c],Rv0733
850,ADNCYC,Adenylate cyclase,Purine and Pyrimidine Biosynthesis,atp[c] --> camp[c] + ppi[c],(Rv1318c and Rv1319c and Rv1320c) or Rv1625c or Rv1647 or Rv1264 or Rv2212 or Rv2435c or Rv1120c or Rv1900c or Rv3645 or Rv0386
851,ADPT,Adenine phosphoribosyltransferase,Purine and Pyrimidine Biosynthesis,ade[c] + prpp[c] --> amp[c] + ppi[c],Rv2584c
852,ADSL1r,Adenylsuccinate lyase,Purine and Pyrimidine Biosynthesis,dcamp[c] <=> amp[c] + fum[c],Rv0777
853,ADSL2r,Adenylosuccinate lyase,Purine and Pyrimidine Biosynthesis,25aics[c] <=> aicar[c] + fum[c],Rv0777
854,ADSS,Adenylosuccinate synthase,Purine and Pyrimidine Biosynthesis,asp__L[c] + gtp[c] + imp[c] --> dcamp[c] + gdp[c] + 2.0 h[c] + pi[c],Rv0357c
855,AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,Purine and Pyrimidine Biosynthesis,10fthf[c] + aicar[c] <=> fprica[c] + thf[c],Rv0957
856,AIRCr,Phosphoribosylaminoimidazole carboxylase,Purine and Pyrimidine Biosynthesis,air[c] + co2[c] --> 5aizc[c] + h[c],Rv3275c and Rv3276c
857,ASPCT,Aspartate carbamoyltransferase,Purine and Pyrimidine Biosynthesis,asp__L[c] + cbp[c] --> cbasp[c] + h[c] + pi[c],Rv1380
858,CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),Purine and Pyrimidine Biosynthesis,2.0 atp[c] + gln__L[c] + h2o[c] + hco3[c] --> 2.0 adp[c] + cbp[c] + glu__L[c] + 2.0 h[c] + pi[c],Rv1383 and Rv1384
859,CTPS1,CTP synthase  NH3 ,Purine and Pyrimidine Biosynthesis,atp[c] + nh4[c] + utp[c] --> adp[c] + ctp[c] + 2.0 h[c] + pi[c],Rv1699
860,CTPS2,CTP synthase (glutamine),Purine and Pyrimidine Biosynthesis,atp[c] + gln__L[c] + h2o[c] + utp[c] --> adp[c] + ctp[c] + glu__L[c] + 2.0 h[c] + pi[c],Rv1699
861,CYTD,Cytidine deaminase,Purine and Pyrimidine Biosynthesis,cytd[c] + h2o[c] + h[c] --> nh4[c] + uri[c],Rv3315c
862,CYTK1,Cytidylate kinase (CMP),Purine and Pyrimidine Biosynthesis,atp[c] + cmp[c] <=> adp[c] + cdp[c],Rv1712
863,CYTK2,Cytidylate kinase (dCMP),Purine and Pyrimidine Biosynthesis,atp[c] + dcmp[c] <=> adp[c] + dcdp[c],Rv1712
864,DCTPD,DCTP deaminase,Purine and Pyrimidine Biosynthesis,dctp[c] + h2o[c] + h[c] --> dutp[c] + nh4[c],Rv0321
865,DCTPD2,DCTP deaminase,Purine and Pyrimidine Biosynthesis,ctp[c] + h2o[c] + h[c] --> nh4[c] + utp[c],Rv0321
866,DCYTD,Deoxycytidine deaminase,Purine and Pyrimidine Biosynthesis,dcyt[c] + h2o[c] + h[c] --> duri[c] + nh4[c],
867,DGK1,Deoxyguanylate kinase (dGMP:ATP),Purine and Pyrimidine Biosynthesis,atp[c] + dgmp[c] <=> adp[c] + dgdp[c],Rv1389
868,DHORTS,Dihydroorotase,Purine and Pyrimidine Biosynthesis,dhor__S[c] + h2o[c] <=> cbasp[c] + h[c],Rv1381
869,DTMPK,DTMP kinase,Purine and Pyrimidine Biosynthesis,atp[c] + dtmp[c] <=> adp[c] + dtdp[c],Rv3247c
870,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),Purine and Pyrimidine Biosynthesis,atp[c] + duri[c] --> adp[c] + dump[c] + h[c],
871,DURIPP,Deoxyuridine phosphorylase,Purine and Pyrimidine Biosynthesis,duri[c] + pi[c] <=> 2dr1p[c] + ura[c],
872,DUTPDP,DUTP diphosphatase,Purine and Pyrimidine Biosynthesis,dutp[c] + h2o[c] --> dump[c] + h[c] + ppi[c],Rv2697c
873,GARFT,Phosphoribosylglycinamide formyltransferase,Purine and Pyrimidine Biosynthesis,10fthf[c] + gar[c] --> fgam[c] + h[c] + thf[c],Rv0956
874,GK1,Guanylate kinase (GMP:ATP),Purine and Pyrimidine Biosynthesis,atp[c] + gmp[c] <=> adp[c] + gdp[c],Rv1389
875,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,Purine and Pyrimidine Biosynthesis,gln__L[c] + h2o[c] + prpp[c] --> glu__L[c] + ppi[c] + pram[c],Rv0808
876,GMPS2,GMP synthase,Purine and Pyrimidine Biosynthesis,atp[c] + gln__L[c] + h2o[c] + xmp[c] --> amp[c] + glu__L[c] + gmp[c] + 2.0 h[c] + ppi[c],Rv3396c
877,GTPDPK,GTP diphosphokinase,Purine and Pyrimidine Biosynthesis,atp[c] + gtp[c] --> amp[c] + gdptp[c] + h[c],Rv2583c
